Petrov,Ignat/Ignaty,Ivanovich,38,188.000000,79.000000,basketball
Komarov,Isidor,Yevgeniyovich,42,170.000000,98.000000,wrestling
Ivanov,Melor,Vitaliyovich,30,171.000000,86.000000,hurling
Nikiforov,Yemelyan,Lazarovich,40,167.000000,94.000000,windsurfing
Bogolyubov,Varnava,Rolanovich,36,166.000000,83.000000,bowling
Ukhtomsky,Sasha,Timurovich,39,152.000000,75.000000,racewalking
Lytkin,Vsevolod,Nazariyovich,27,194.000000,83.000000,sumo
Bazhenov,Abram,Arturovich,36,191.000000,83.000000,synchronized swimming
Ostrovsky,Iosif,Faddeiovich,28,191.000000,104.000000,table tennis
Blokhin,Vlasii,Trofimovich,33,160.000000,73.000000,table tennis
Pavlov,Pavel,Illarionovich,37,161.000000,62.000000,table tennis
Lebedev,Koldan,Varfolomeiovich,20,181.000000,73.000000,bodybuilding
Kutuzov,Kolmogorov,Mikhailovich,22,182.000000,61.000000,rallycross
Bogdanov,Isai,Abramovich,35,182.000000,93.000000,softball
Tamarkin,Zakhar,Koldanovich,24,193.000000,89.000000,soccer
Abramovich,Foma,Ilariyovich,19,172.000000,102.000000,rounders
Ivankov,Modest,Leonidovich,38,175.000000,76.000000,rinkball
Ilyin,Boris,Motyaovich,24,163.000000,98.000000,trampolining
Kuzmin,Vyacheslav,Faddeiovich,31,193.000000,56.000000,tennis
Kutuzov,Matvey,Gavriilovich,24,168.000000,84.000000,table tennis
Tsereteli,Nikolay,Afonaseiovich,38,170.000000,79.000000,curling
Chkalov,Kolodka,Leonidovich,23,160.000000,76.000000,darts
Vereshchagin,Vanya,Timurovich,25,180.000000,95.000000,drifting
Fomin,Konstantin,Pyotrovich,23,186.000000,102.000000,diving
Kutuzov,Kostya,Matveyovich,19,163.000000,98.000000,table tennis
Ulyanov,Stepan,Viktorovich,40,165.000000,90.000000,horse racing
Loginov,Andrei,Vadimovich,34,151.000000,93.000000,bodyboarding
Bazhenov,Pasha,Kazimirovich,18,169.000000,67.000000,rugby
Vavilov,Ivan,Gennadyovich,35,171.000000,77.000000,unicycling handball
Avdeyev,Bogatyr,Akimovich,35,189.000000,55.000000,mixed martial arts
Andreyev,Gavriil,Mikhailovich,38,188.000000,95.000000,aikido
Dostoyevsky,Modya,Sashuraovich,29,191.000000,57.000000,walking
Dubinin,Erik,Yegorovich,35,168.000000,88.000000,foosball
Essen,Ioann,Romanovich,31,179.000000,57.000000,boxing
Polivanov,Garry,Afonaseiovich,40,169.000000,92.000000,cross-country running
Kotov,Zinoviy,Nikitaovich,22,155.000000,93.000000,archery
Volkov,Timur,Sashaovich,38,173.000000,94.000000,rhythmic gymnastics
Sergeyev,Yuli,Akimovich,30,170.000000,92.000000,kickboxing
