Lytkin,Afanas,Stanislavovich,35,159.000000,98.000000,hurling
Abramovich,Modest,Vadimovich,37,158.000000,59.000000,unicycling hockey
Kruglov,Miron,Melorovich,27,160.000000,102.000000,ultimate
Primakov,Miron,Gavriilovich,35,185.000000,94.000000,laser tag
Yegorov,Fanasiy,Innokentiyovich,39,169.000000,91.000000,ballooning
Zaytsev,Aleks,Stefanovich,38,193.000000,104.000000,kart racing
Garin,Zakhar,Gerasimovich,39,192.000000,90.000000,unicycling basketball
Yakovlev,Innokentiy,Sergeiovich,36,177.000000,87.000000,racquetball
Koltsov,Matvey,Osipovich,26,194.000000,92.000000,water polo
Bobkov,Kolzak,Kuzmaovich,28,168.000000,84.000000,abseiling
Davydov,Gavriil,Florentiyovich,33,168.000000,73.000000,baton twirling
Kuznetsov,Makariy,Savvaovich,26,165.000000,91.000000,olympic swimming
Kudryashov,Ruslan,Trofimovich,24,186.000000,79.000000,squash
Fomin,Filipp,Germanovich,34,150.000000,72.000000,CrossFit
Samsonov,Dobrushin,Vasilyovich,35,190.000000,102.000000,bouldering
Bazin,Vitaliy,Romanovich,25,185.000000,67.000000,wakeboarding
Severny,Zinoviy,Eduardovich,25,171.000000,85.000000,gliding
Kruglov,Yaroslav,Ignat/Ignatyovich,29,160.000000,79.000000,cycling
Tamarkin,Yasha,Stepanovich,19,164.000000,92.000000,climbing
Kryukov,Boleslav,Klimentovich,29,152.000000,100.000000,wrestling
Kalinin,Ipatiy,Fedirovich,28,173.000000,78.000000,equestrianism
Ostrovsky,Pasha,Modyaovich,42,182.000000,80.000000,skateboarding
Kovalevsky,Ludmil,Vasiliyovich,36,164.000000,66.000000,baton twirling
Vorobyov,Akim,Maksimovich,19,164.000000,88.000000,laser tag
Kudryashov,Vanja,Boleslavovich,26,168.000000,89.000000,skysurfing
Yakubovich,Vasya,Arkadyovich,34,161.000000,78.000000,water polo
Nikiforov,Kazimir,Anatolyovich,34,186.000000,94.000000,basketball
Tamarkin,Savva,Lavrentiiovich,24,156.000000,80.000000,water polo
Kuznetsov,Valeriy,Kirovich,23,158.000000,96.000000,wakeboarding
