Bobkov,Kolzak,Kuzmaovich,28,168.000000,84.000000,abseiling
Ustinov,Patya,Vsevolodovich,34,183.000000,90.000000,abseiling
Lebedev,Pankratiy,Eduardovich,37,194.000000,65.000000,aerobics
Matveyev,Afanasy,Naumovich,36,165.000000,63.000000,airsoft
Stepanov,Stanislav,Pankratiyovich,41,177.000000,101.000000,airsoft
Malakhov,Denis,Makariyovich,30,179.000000,88.000000,aquathlon
Sapozhnikov,Iakov,Onisimovich,34,168.000000,98.000000,artistic gymnastics
Tamarkin,Bogdan,Ioakimovich,19,161.000000,89.000000,artistic gymnastics
Turov,Venedikt,Vitaliyovich,32,174.000000,56.000000,badminton
Malakhov,Kostya,Fanasiyovich,38,164.000000,73.000000,ballooning
Yegorov,Fanasiy,Innokentiyovich,39,169.000000,91.000000,ballooning
Maksimov,Timur,Vasiliyovich,26,169.000000,101.000000,BASE jumping
Samoylov,Yulian,Dorofeyovich,31,193.000000,80.000000,BASE jumping
Dostoyevsky,Khariton,Dobrushinovich,35,156.000000,65.000000,basketball
Ibragimov,Sasha,Klimentovich,20,169.000000,66.000000,basketball
Nikiforov,Kazimir,Anatolyovich,34,186.000000,94.000000,basketball
Vavilov,Alexander,Yakovovich,32,159.000000,58.000000,basketball
Davydov,Gavriil,Florentiyovich,33,168.000000,73.000000,baton twirling
Essen,Rodya,Sashuraovich,30,189.000000,104.000000,baton twirling
Fomin,Rodion,Garryovich,22,188.000000,99.000000,baton twirling
Kalinin,Vladimir,Savinovich,25,194.000000,67.000000,baton twirling
Kovalevsky,Ludmil,Vasiliyovich,36,164.000000,66.000000,baton twirling
Yakimov,Yefrem,Afonaseiovich,18,153.000000,69.000000,baton twirling
Bogolyubov,Mitya,Timofeiovich,41,157.000000,100.000000,biathlon
Sapozhnikov,Modya,Venediktovich,29,179.000000,102.000000,biathlon
Fomin,Ioakim,Maratovich,25,163.000000,95.000000,bodyboarding
Orlov,Yuliy,Rostislavovich,32,150.000000,71.000000,bodyboarding
Bazin,Viktor,Gavriilovich,21,171.000000,96.000000,bodybuilding
Timofeyev,Bogdan,Anatolyovich,20,160.000000,64.000000,bodybuilding
Samsonov,Dobrushin,Vasilyovich,35,190.000000,102.000000,bouldering
Yablonsky,German,Ioakimovich,38,185.000000,99.000000,bouldering
Essen,Afonasei,Sashuraovich,23,164.000000,75.000000,bowling
Sergeyev,Nikolay,Patyaovich,34,189.000000,84.000000,cheerleading
Tamarkin,Yasha,Stepanovich,19,164.000000,92.000000,climbing
Voloshin,Ruslan,Ivanovich,33,182.000000,63.000000,climbing
Chkalov,Vlad,Pankratiyovich,41,179.000000,56.000000,cricket
Syomin,Modya,Matveiovich,30,166.000000,69.000000,cross-country equestrianism
Fomin,Filipp,Germanovich,34,150.000000,72.000000,CrossFit
Ivashov,German,Saveliyovich,37,162.000000,96.000000,curling
Izmaylov,Denis,Onisimovich,25,193.000000,84.000000,cycling
Kruglov,Yaroslav,Ignat/Ignatyovich,29,160.000000,79.000000,cycling
Khabarov,Tit,Leonidovich,19,186.000000,104.000000,dancing
Loginovsky,Innokentiy,Daniilovich,26,156.000000,98.000000,dancing
Abramovich,Yuri,Erikovich,34,185.000000,103.000000,darts
Ivashov,Yaromir,Semyonovich,39,191.000000,76.000000,darts
Semyonov,Valentin,Evgeniyovich,38,186.000000,99.000000,decathlon
Kazakov,Vitaliy,Osipovich,30,191.000000,84.000000,discus throw
Essen,Ludmil,Venediktovich,18,179.000000,73.000000,diving
Maksimov,Gedeon,Illarionovich,36,165.000000,83.000000,diving
Kozlovsky,Kolya,Gerasimovich,36,173.000000,78.000000,dodgeball
Alexeyev,Akim,Afanasovich,22,156.000000,75.000000,drifting
Bazhenov,Patya,Yashaovich,40,188.000000,102.000000,drifting
Sakharov,Onisim,Borisovich,38,156.000000,73.000000,drifting
Bazin,Vanya,Lazarovich,21,192.000000,89.000000,equestrianism
Kalinin,Ipatiy,Fedirovich,28,173.000000,78.000000,equestrianism
Lomonosov,Ioann,Vitaliyovich,26,163.000000,100.000000,equestrianism
Volodin,Ippolit,Leontiyovich,34,168.000000,96.000000,equestrianism
Balabanov,Boleslav,Igorovich,27,169.000000,55.000000,fencing
Voronov,Arkady,Bogatyrovich,27,160.000000,68.000000,fencing
Istomin,Eduard,Ludmilovich,29,168.000000,87.000000,figure skating
Bogolyubov,Varfolomei,Savvaovich,20,190.000000,71.000000,formula racing
Malakhov,Fanasiy,Konstantinovich,37,190.000000,72.000000,gliding
Severny,Zinoviy,Eduardovich,25,171.000000,85.000000,gliding
Tereshchenko,Vlad,Vladimirovich,33,179.000000,90.000000,golf
Kozlovsky,Nikolay,Yefimovich,21,154.000000,88.000000,gymkhana
Loginovsky,Rostislav,Afonaseiovich,38,154.000000,104.000000,heptathlon
Maksimov,Lavrentii,Sashaovich,24,170.000000,95.000000,heptathlon
Gagarin,Misha,Yakovovich,18,163.000000,60.000000,hiking
Kuzmin,Rolan,Vitaliyovich,25,174.000000,93.000000,hockey
Tsereteli,Zinoviy,Kuzmaovich,30,157.000000,64.000000,horse racing
Lytkin,Afanas,Stanislavovich,35,159.000000,98.000000,hurling
Nazarov,Afonasei,Afanasovich,27,165.000000,60.000000,hurling
Nesterov,Evgeniy,Rodionovich,25,160.000000,76.000000,hurling
Denisov,Goga,Iosifovich,41,161.000000,92.000000,ice hockey
Tarasov,Konstantin,Gavriilovich,19,175.000000,74.000000,ice hockey
Yakubovich,Leontiy,Nikolayovich,32,180.000000,93.000000,jogging
Abakumov,Iosif,Pavelovich,35,168.000000,89.000000,judo
Balabanov,Nikolay,Sashuraovich,21,183.000000,92.000000,karate
