Nikonov,Mefodiy,Nikolayovich,26,150.000000,69.000000,abseiling
Bezrukov,Ludmil,Vadimovich,37,184.000000,79.000000,aerobics
Frolov,Bogatyr,Viktorovich,38,191.000000,97.000000,aerobics
Lobanov,Dmitry,Faddeiovich,22,187.000000,74.000000,aerobics
Pavlov,Vasiliy,Arkadyovich,21,163.000000,93.000000,aerobics
Voronin,Timofei,Romanovich,41,171.000000,89.000000,aerobics
Krylov,Yegor,Yulianovich,18,155.000000,71.000000,aikido
Bazhenov,Leontiy,Iakovovich,25,163.000000,92.000000,aquathlon
Maksimov,Varfolomei,Illarionovich,29,175.000000,69.000000,aquathlon
Semyonov,Miron,Yuriovich,36,165.000000,67.000000,aquathlon
Ulanov,Rodion,Vanyaovich,36,183.000000,82.000000,aquathlon
Yevdokimov,Mikhail,Maksimovich,21,188.000000,72.000000,archery
Denisov,Arseny,Fomaovich,34,177.000000,76.000000,badminton
Samoylov,Fedir,Ipatiyovich,18,177.000000,95.000000,badminton
Sysoyev,Savin,Petyaovich,37,191.000000,94.000000,badminton
Popov,Miron,Faddeiovich,27,177.000000,60.000000,ballooning
Preobrazhensky,Maxim,Yakimovich,23,171.000000,75.000000,ballooning
Sharapov,Gavril,Eduardovich,29,150.000000,79.000000,ballooning
Denisov,David,Mefodiyovich,26,164.000000,103.000000,barrel racing
Fokin,Isidor,Ilyaovich,27,194.000000,82.000000,barrel racing
Bobrov,Semyon,Yuriovich,40,173.000000,63.000000,BASE jumping
Bogdanov,Koldan,Kirillovich,26,180.000000,80.000000,BASE jumping
Knyazev,Andrei,Stasovich,34,182.000000,87.000000,BASE jumping
Dmitriyev,Pankratiy,Motyaovich,28,185.000000,59.000000,basketball
Kirilov,Taras,Isidorovich,26,155.000000,83.000000,basketball
Kryukov,Spartak,Mironovich,34,180.000000,81.000000,basketball
Solomin,Rostislav,Afanasovich,37,151.000000,80.000000,basketball
Yegorov,Alexander,Naumovich,31,191.000000,80.000000,baton twirling
Engalychev,Mitya,Nikolayovich,24,173.000000,78.000000,bodyboarding
Zaytsev,Miron,Afanasyovich,35,165.000000,94.000000,bodyboarding
Lapin,Bogatyr,Nikitaovich,21,169.000000,64.000000,bodybuilding
Maksimov,Leontiy,Artyomovich,20,159.000000,98.000000,bowling
Bezrukov,Matvey,Kirillovich,27,188.000000,69.000000,boxing
Alexeyev,Spartak,Germanovich,34,158.000000,90.000000,capoeira
Losev,Venedikt,Kharitonovich,28,186.000000,71.000000,capoeira
Tamarkin,Vyacheslav,Spartakovich,31,191.000000,81.000000,cheerleading
Yevseyev,Kazimir,Ignat/Ignatyovich,23,179.000000,63.000000,cheerleading
Polunin,Miron,Gedeonovich,35,159.000000,85.000000,cricket
Kapitsa,Vadim,Mitrofanovich,22,179.000000,91.000000,cross-country equestrianism
Samsonov,Miron,Petyaovich,21,167.000000,86.000000,cross-country equestrianism
Voronin,Yaroslav,Afanasyovich,23,154.000000,62.000000,cross-country equestrianism
Voronov,Yermolai,Bogdanovich,20,170.000000,55.000000,cross-country equestrianism
Dmitriyev,Nikita,Ludmilovich,42,173.000000,55.000000,cross-country running
Garin,Alexei,Ruslanovich,24,179.000000,70.000000,cross-country running
Vasilyev,Petya,Kolmogorovovich,21,150.000000,81.000000,cross-country running
Kovalevsky,Zinoviy,Melorovich,42,184.000000,89.000000,CrossFit
Ibragimov,Saveliy,Gogaovich,30,168.000000,77.000000,curling
Nikiforov,Vlad,Yuliyovich,19,183.000000,68.000000,curling
Ivanov,Dobrushin,Rurikovich,41,173.000000,99.000000,cycling
Losev,Florentiy,Zakharovich,21,190.000000,94.000000,cycling
Nikonov,Kirill,Timurovich,39,188.000000,64.000000,cycling
Ponomaryov,Vitaly,Vladovich,29,161.000000,85.000000,cycling
Knyazev,Mitya,Pyotrovich,18,194.000000,82.000000,dancing
Lobanov,Andrei,Klimentovich,28,154.000000,67.000000,dancing
Polunin,Evgeniy,Igorovich,21,162.000000,65.000000,dancing
Volodin,Lavrentii,Iosifovich,28,190.000000,58.000000,dancing
Balabanov,Denis,Andreiovich,40,159.000000,96.000000,darts
Rabinovich,Modest,Immanuilovich,31,191.000000,95.000000,darts
Kruglov,Kirill,Veniaminovich,27,164.000000,61.000000,decathlon
Lobanov,Lazar,Nikitaovich,24,186.000000,85.000000,dodgeball
Sidorov,Faddei,Akimovich,30,171.000000,69.000000,dodgeball
Abramov,Stanislav,Valeryovich,31,183.000000,81.000000,fencing
Bobkov,Arkady,Yegorovich,37,173.000000,66.000000,fencing
Kruglov,Afanas,Yaropolkovich,35,163.000000,65.000000,formula racing
Sychyov,Viktor,Varfolomeiovich,20,183.000000,79.000000,formula racing
Abdulov,Leonid,Yefimovich,41,174.000000,95.000000,freediving
Nazarov,Foma,Illarionovich,37,170.000000,64.000000,freediving
Seleznyov,Gavriil,Patyaovich,19,166.000000,57.000000,freediving
Volodin,Nestor,Daniilovich,36,176.000000,80.000000,freediving
Gagarin,Pavel,Rostyaovich,31,193.000000,99.000000,gliding
Lobanov,Gleb,Naumovich,40,178.000000,73.000000,gliding
Davydov,Maksim,Pashaovich,27,191.000000,104.000000,gymkhana
Ilyin,Vladislav,Iakovovich,29,182.000000,97.000000,gymkhana
Naumov,Gavriil,Titovich,34,193.000000,102.000000,gymkhana
Kazakov,Gennady,Fomaovich,39,176.000000,83.000000,handball
Orlov,Leonid,Iakovovich,25,186.000000,59.000000,handball
Tamarkin,Afanas,Rolanovich,42,181.000000,85.000000,handball
Dubinin,Evgeniy,Vikentiyovich,32,178.000000,70.000000,heptathlon
Matveyev,Ludmil,Pankratiyovich,34,158.000000,103.000000,heptathlon
Petrov,Trofim,Afanasovich,39,156.000000,82.000000,hockey
Seleznyov,Trofim,Timurovich,30,160.000000,56.000000,hockey
Nikiforov,Leontiy,Mikhailovich,40,192.000000,94.000000,horse racing
Abakumov,Vlad,Savinovich,38,151.000000,88.000000,horseball
Istomin,Afanas,Ilariyovich,37,191.000000,68.000000,horseball
Kuzmin,Leontiy,Yuliyovich,31,192.000000,76.000000,horseball
Alexeyev,Matvei,Vadimovich,40,175.000000,92.000000,hurling
Denisov,Kolya,Garryovich,42,164.000000,85.000000,ice hockey
Lapin,Stanislav,Isaiovich,41,161.000000,92.000000,ice hockey
Larionov,Isidor,Romanovich,24,153.000000,71.000000,ice hockey
Naumov,Rolan,Illarionovich,36,156.000000,94.000000,ice hockey
Pugin,Aleks,Gennadyovich,37,159.000000,82.000000,ice hockey
Avdeyev,Pyotr/Peter,Eduardovich,25,176.000000,90.000000,judo
Belinsky,Samuil,Yegorovich,36,171.000000,73.000000,karate
Fomin,Viktor,Mefodiyovich,27,177.000000,94.000000,karate
Voloshin,Varfolomei,Pankratiyovich,39,166.000000,58.000000,karate
Bobkov,Kolya,Artyomovich,33,172.000000,98.000000,kart racing
Chkalov,Alexei,Leontiyovich,20,185.000000,93.000000,kart racing
Volkov,Samuil,Leontiyovich,24,177.000000,94.000000,kendo
Bobrov,Arkady,Davidovich,35,156.000000,95.000000,kickball
Avdeyev,Yuli,Kazimirovich,24,191.000000,56.000000,kickboxing
Samsonov,Arkady,Boleslavovich,21,165.000000,69.000000,kickboxing
Ustinov,Vasiliy,Zakharovich,38,173.000000,99.000000,kickboxing
