Ponomaryov,Patya,Leonidovich,21,184.000000,82.000000,abseiling
Andreyev,Gavriil,Mikhailovich,38,188.000000,95.000000,aikido
Sedov,Nestor,Antonovich,25,184.000000,79.000000,aikido
Yevdokimov,Andrei,Boleslavovich,31,159.000000,95.000000,aikido
Bychkov,Garry,Trofimovich,41,175.000000,72.000000,archery
Gerasimov,Yuliy,Yefimovich,26,187.000000,98.000000,archery
Kotov,Zinoviy,Nikitaovich,22,155.000000,93.000000,archery
Zaporozhets,Pavel,Yuriovich,22,173.000000,55.000000,archery
Dubinin,Boleslav,Florentiyovich,20,187.000000,97.000000,artistic gymnastics
Kutepov,Gennady,Fomaovich,37,165.000000,101.000000,badminton
Abramovich,Kolzak,Viktorovich,38,181.000000,102.000000,ballooning
Kvasov,Ivan,Rolanovich,40,183.000000,83.000000,ballooning
Yakubovich,Bogdan,Iosifovich,28,153.000000,59.000000,barrel racing
Khabarov,Sasha,Konstantinovich,31,170.000000,67.000000,BASE jumping
Sharapov,Bogdan,Ippolitovich,40,187.000000,72.000000,BASE jumping
Belinsky,Taras,Nazariyovich,30,163.000000,90.000000,basketball
Petrov,Ignat/Ignaty,Ivanovich,38,188.000000,79.000000,basketball
Zaporozhets,Vanya,Titovich,42,163.000000,83.000000,baton twirling
Korotkov,Pyotr/Peter,Julijovich,21,187.000000,84.000000,biathlon
Loginov,Andrei,Vadimovich,34,151.000000,93.000000,bodyboarding
Tamarkin,Boleslav,Makariyovich,18,158.000000,79.000000,bodyboarding
Balabanov,Vanja,Ioakimovich,29,179.000000,78.000000,bodybuilding
Lebedev,Koldan,Varfolomeiovich,20,181.000000,73.000000,bodybuilding
Bogolyubov,Varnava,Rolanovich,36,166.000000,83.000000,bowling
Bogdanov,Afanas,Modyaovich,25,192.000000,74.000000,boxing
Essen,Ioann,Romanovich,31,179.000000,57.000000,boxing
Lapin,Misha,Makarovich,41,190.000000,55.000000,boxing
Abramov,Volya,Modestovich,24,186.000000,85.000000,cross-country equestrianism
Stepanov,Makar,Romanovich,37,194.000000,73.000000,cross-country equestrianism
Polivanov,Garry,Afonaseiovich,40,169.000000,92.000000,cross-country running
Tarasov,Alexander,Fanasiyovich,28,182.000000,76.000000,cross-country running
Ignatyev,David,Afanasovich,29,174.000000,100.000000,CrossFit
Nosov,Yaropolk,Afanasovich,30,152.000000,67.000000,curling
Tsereteli,Nikolay,Afonaseiovich,38,170.000000,79.000000,curling
Koltsov,Daniil,Yefremovich,34,191.000000,93.000000,cycling
Yakimov,Rostislav,Yefremovich,35,188.000000,88.000000,dancing
Chkalov,Kolodka,Leonidovich,23,160.000000,76.000000,darts
Yablonsky,Afanasy,Fomaovich,39,170.000000,57.000000,darts
Dubinin,Makariy,Yaropolkovich,22,168.000000,95.000000,diving
Fomin,Konstantin,Pyotrovich,23,186.000000,102.000000,diving
Zaytsev,Yakim,Ipatiyovich,37,172.000000,96.000000,dodgeball
Vereshchagin,Vanya,Timurovich,25,180.000000,95.000000,drifting
Kalinin,Ippolit,Alexanderovich,21,155.000000,81.000000,equestrianism
Sergeyev,Maksim,Isaiovich,19,166.000000,89.000000,equestrianism
Yakubovich,Rolan,Kolmogorovovich,20,192.000000,65.000000,equestrianism
Yeltsin,Anatoly,Artyomovich,40,184.000000,86.000000,equestrianism
Artyomov,Innokentiy,Rurikovich,18,176.000000,92.000000,figure skating
Dubinin,Erik,Yegorovich,35,168.000000,88.000000,foosball
Kruglov,Nazar,Robertovich,40,170.000000,71.000000,foosball
Chkalov,Patya,Vanjaovich,33,168.000000,64.000000,football
Loginovsky,Julij,Rodyaovich,28,181.000000,98.000000,football
Ulanov,Taras,Rodionovich,27,156.000000,83.000000,football
Makarov,Anatoly,Motyaovich,32,183.000000,76.000000,formula racing
Naumov,Gleb,Mikhailovich,37,167.000000,96.000000,freediving
