Isayev,Osip,Volyaovich,28,173.000000,78.000000,aerobics
Obolensky,Yermolai,Grigoryovich,36,193.000000,86.000000,aerobics
Preobrazhensky,Julij,Kirovich,25,183.000000,64.000000,aerobics
Primakov,Nikita,Timurovich,42,182.000000,59.000000,aikido
Zubarev,Nikolay,Fomaovich,33,174.000000,92.000000,aikido
Averyanov,Lazar,Arkadyovich,36,178.000000,56.000000,archery
Ozerov,Timofei,Valentinovich,42,168.000000,85.000000,archery
Malakhov,Nestor,Robertovich,21,182.000000,81.000000,artistic gymnastics
Sakharov,Modest,Stepanovich,41,183.000000,75.000000,badminton
Malakhov,Ruslan,Yaromirovich,33,192.000000,91.000000,ballooning
Kozlovsky,Afon,Mikhailovich,20,177.000000,65.000000,barrel racing
Kudryashov,Rodya,Maratovich,35,182.000000,83.000000,barrel racing
Ilyin,Zakhar,Gerasimovich,28,173.000000,103.000000,BASE jumping
Nikonov,Vitya,Germanovich,20,188.000000,86.000000,BASE jumping
Sychyov,Yasha,Kazimirovich,28,155.000000,59.000000,BASE jumping
Yevseyev,Savva,Tarasovich,25,163.000000,81.000000,basketball
Nesterov,Rostislav,Mitrofanovich,26,177.000000,102.000000,baton twirling
Dostoyevsky,Mikhail,Saveliyovich,29,174.000000,60.000000,biathlon
Lebedev,Yuliy,Varnavaovich,27,153.000000,104.000000,bodyboarding
Bobrov,Akim,Vitaliyovich,34,177.000000,104.000000,bodybuilding
Volodin,Modya,Lavrentiiovich,38,156.000000,71.000000,bouldering
Khabarov,Nikolay,Vadimovich,38,188.000000,56.000000,bowling
Kudryavtsev,Stefan,Pyotrovich,25,177.000000,96.000000,boxing
Lapidus,Dobrushin,Sashuraovich,18,190.000000,64.000000,boxing
Maksimov,Matvei,Yuliyovich,40,188.000000,84.000000,capoeira
Isayev,Dmitry,Maksimovich,42,178.000000,77.000000,cheerleading
Lavrov,Vasiliy,Aleksovich,37,181.000000,58.000000,cheerleading
Nazarov,Ivan,Ilyaovich,26,185.000000,81.000000,cheerleading
Nosov,Yuliy,Arkadyovich,34,189.000000,74.000000,cheerleading
Novikov,Stefan,Mironovich,30,153.000000,78.000000,climbing
Lavrentyev,Georgy,Albertovich,21,166.000000,86.000000,cross-country cycling
Belinsky,Stepan,Ludmilovich,20,162.000000,84.000000,cross-country running
Lapidus,Sashura,Kirillovich,34,169.000000,103.000000,cross-country running
Sidorov,Nikolay,Pankratiyovich,18,182.000000,72.000000,CrossFit
Kirillov,Foma,Rolanovich,22,190.000000,95.000000,curling
Kravchuk,Timofei,Afanasyovich,21,179.000000,83.000000,curling
Yeltsin,Irinei,Innokentiyovich,23,153.000000,69.000000,curling
Yevdokimov,Vlasiy,Stanislavovich,21,186.000000,71.000000,curling
Kravchuk,Melor,Evgenyovich,23,186.000000,104.000000,cycling
Yakubovich,Eduard,Kolmogorovovich,31,182.000000,101.000000,darts
Frolov,Vlasii,Vsevolodovich,42,193.000000,78.000000,decathlon
Kapitsa,Garry,Georgyovich,20,173.000000,100.000000,discus throw
